3	Anti-acetylcholine receptor antibody	6221	Myasthenia Gravis	Adult: >=18 yrs old	Both	Serum	>0.4 nmol/L	nmol/L	NULL	Ferrero, B., Aimo, G., Pagni, R., Bergamasco, B., Bongioanni, M. R., Bergamini, L. & Durelli, L. Modified and improved anti-acetylcholine receptor (AchR) antibody assay: comparison of analytical and clinical performance with conventional anti-AChR antibody assay. Clin Chem 43, 824-831 (1997).	9166237
3	Anti-acetylcholine receptor antibody	1	Normal	Adult: >=18 yrs old	Both	Serum	<=0.4 nmol/L	nmol/L	NULL	Ferrero, B., Aimo, G., Pagni, R., Bergamasco, B., Bongioanni, M. R., Bergamini, L. & Durelli, L. Modified and improved anti-acetylcholine receptor (AchR) antibody assay: comparison of analytical and clinical performance with conventional anti-AChR antibody assay. Clin Chem 43, 824-831 (1997).	9166237
6	Adenosine deaminase	242	Tuberculosis	Adult: >=18 yrs old	Both	Serum	>14 U/L	U/L	NULL	Afrasiabian, S., Mohsenpour, B., Bagheri, K. H., Sigari, N. & Aftabi, K. Diagnostic value of serum adenosine deaminase level in pulmonary tuberculosis. J Res Med Sci 18, 252-254 (2013).	23930125
6	Adenosine deaminase	1	Normal	Adult: >=18 yrs old	Both	Serum	10.69 (7.71-13.67) U/L	U/L	NULL	Afrasiabian, S., Mohsenpour, B., Bagheri, K. H., Sigari, N. & Aftabi, K. Diagnostic value of serum adenosine deaminase level in pulmonary tuberculosis. J Res Med Sci 18, 252-254 (2013).	23930125
7	Alpha-fetoprotein	6493	Down Syndrome 	Adult: >=18 yrs old	Female	blood	<10 ng/mL	ng/mL	Specifically, this is specifically for women of childbearing age.	AFP test: StatPearls [Internet]. Treasure Island (FL): StatPearls Publishing	NULL
7	Alpha-fetoprotein	168	Hepatocellular Carcinoma	Adult: >=18 yrs old	Both	Serum	>21 ng/mL	ng/mL	NULL	Song, P., Feng, X., Inagaki, Y., Song, T., Zhang, K., Wang, Z., Zheng, S., Ma, K., Li, Q., Kong, D., Wu, Q., Zhang, T., Zhao, X., Hasegawa, K., Sugawara, Y., Kokudo, N. & Tang, W. Clinical utility of simultaneous measurement of alpha-fetoprotein and des-gamma-carboxy prothrombin for diagnosis of patients with hepatocellular carcinoma in China: A multi-center case-controlled study of 1,153 subjects. Biosci Trends 8, 266-273 (2014).	25382443
7	Alpha-fetoprotein	1	Normal	Adult: >=18 yrs old	Both	Serum	<10 ng/mL	ng/mL	NULL	University of Rochester Medical Center: Alpha-Fetoprotein Tumor marker	NULL
7	Alpha-fetoprotein	5999	Renal Cell Carcinoma	Adult: >=18 yrs old	Both	blood	>500 ng/mL	ng/mL	NULL	University of Rochester Medical Center: Alpha-fetaprotein tumor marker	NULL
7	Alpha-fetoprotein	1	Normal	Adult: >=18 yrs old	Both	blood	<10 ng/mL	ng/mL	NULL	University of Rochester Medical Center: Alpha-fetaprotein tumor marker	NULL
7	Alpha-fetoprotein	6511	Hodgkin's disease	Adult: >=18 yrs old	Both	blood	>500 ng/mL	ng/mL	NULL	University of Rochester Medical Center: Alpha-fetaprotein tumor marker	NULL
7	Alpha-fetoprotein	6512	Lymphoma	Adult: >=18 yrs old	Both	blood	>500 ng/mL	ng/mL	NULL	University of Rochester Medical Center: Alpha-fetaprotein tumor marker	NULL
8	Pappalysin-1	276	Preterm Birth	Adult: >=18 yrs old	Female	Serum	<0.76 MoM	MoM	NULL	Cohen, J. L., Smilen, K. E., Bianco, A. T., Moshier, E. L., Ferrara, L. A. & Stone, J. L. Predictive value of combined serum biomarkers for adverse pregnancy outcomes. Eur J Obstet Gynecol Reprod Biol 181, 89-94 (2014).	25129153
8	Pappalysin-1	6222	Low Birth Weight	Adult: >=18 yrs old	Female	Serum	<1.00 MoM	MoM	NULL	Cohen, J. L., Smilen, K. E., Bianco, A. T., Moshier, E. L., Ferrara, L. A. & Stone, J. L. Predictive value of combined serum biomarkers for adverse pregnancy outcomes. Eur J Obstet Gynecol Reprod Biol 181, 89-94 (2014).	25129153
8	Pappalysin-1	5988	Preeclampsia/Eclampsia	Adult: >=18 yrs old	Female	Serum	<0.87 MoM	MoM	NULL	Cohen, J. L., Smilen, K. E., Bianco, A. T., Moshier, E. L., Ferrara, L. A. & Stone, J. L. Predictive value of combined serum biomarkers for adverse pregnancy outcomes. Eur J Obstet Gynecol Reprod Biol 181, 89-94 (2014).	25129153
8	Pappalysin-1	1	Normal	Adult: >=18 yrs old	Female	blood	>0.5 Multiple of the Median (MoM)	Multiple of the Median (MoM)	NULL	NULL	24757339
8	Pappalysin-1	6493	Down Syndrome 	Adult: >=18 yrs old	Female	blood	<0.4 Muliple of the Mean (MoM)	Muliple of the Mean (MoM)	1 MoM is the average value. Values <0.4 MoM is also associated with smaller babies.	The Pennine Acute Hospital Low PAPP-A guide	NULL
8	Pappalysin-1	1	Normal	Adult: >=18 yrs old	Female	blood	1 Muliple of the Mean (MoM)	Muliple of the Mean (MoM)	NULL	The Pennine Acute Hospital Low PAPP-A guide	NULL
10	Aldolase A	6223	Myopathy Related To Systemic Sclerosis	Adult: >=18 yrs old	Both	Serum	>9 U/L	U/L	NULL	Toledano, C., Gain, M., Kettaneh, A., Baudin, B., Johanet, C., Cherin, P., Riviere, S., Cabane, J. & Tiev, K. P. Aldolase predicts subsequent myopathy occurrence in systemic sclerosis. Arthritis Res Ther 14, R152 (2012).	22726824
10	Aldolase A	211	Liver Disease	Adult: >=18 yrs old	Both	blood	>7.5 U/L	U/L	NULL	Health line: Aldolase	NULL
10	Aldolase A	1	Normal	Adult: >=18 yrs old	Both	blood	4.25 (1-7.5) U/L	U/L	NULL	Health line: ALD test	NULL
10	Aldolase A	211	Liver Disease	Children: 2-17 yrs old	Both	blood	>14.5 U/L	U/L	Specifically, this is for those <16 yrs old	Health line: Aldolase	NULL
10	Aldolase A	1	Normal	Children: 2-17 yrs old	Both	blood	<14.5 U/L	U/L	Specifically, this is for those <16 yrs old	Health line: ALD test	NULL
10	Aldolase A	244	Myocardial Infarction	Adult: >=18 yrs old	Both	blood	>7.5 U/L	U/L	NULL	Healthline: adolase test	NULL
10	Aldolase A	1	Normal	Adult: >=18 yrs old	Both	blood	4.25 (1-7.5) U/L	U/L	NULL	Healthline: adolase test	NULL
10	Aldolase A	85	Cirrhosis	Adult: >=18 yrs old	Both	blood	>7.5 U/L	U/L	NULL	Healthline: adolase test	NULL
10	Aldolase A	282	Prostate Cancer	Adult: >=18 yrs old	Both	blood	>7.5 U/L	U/L	NULL	Healthline: adolase test	NULL
10	Aldolase A	207	Leukemia	Adult: >=18 yrs old	Both	blood	>7.5 U/L	U/L	NULL	Healthline: adolase test	NULL
10	Aldolase A	335	Pancreatic Cancer	Adult: >=18 yrs old	Both	blood	>7.5 U/L	U/L	NULL	Healthline: adolase test	NULL
10	Aldolase A	5999	Renal Cell Carcinoma	Adult: >=18 yrs old	Both	blood	>7.5 U/L	U/L	NULL	Healthline: adolase test	NULL
10	Aldolase A	168	Hepatocellular Carcinoma	Adult: >=18 yrs old	Both	blood	>7.5 U/L	U/L	NULL	Healthline: adolase test	NULL
10	Aldolase A	6516	Hepatitis	Adult: >=18 yrs old	Both	blood	>7.5 U/L	U/L	NULL	Healthline: adolase test	NULL
10	Aldolase A	6515	Muscular dystrophy	Adult: >=18 yrs old	Both	blood	>7.5 U/L	U/L	NULL	Healthline: adolase test	NULL
10	Aldolase A	6513	Muscle atrophy	Adult: >=18 yrs old	Both	blood	<2 U/L	U/L	NULL	Healthline: adolase test	NULL
10	Aldolase A	6514	Fructose intolerance	Adult: >=18 yrs old	Both	blood	<2 U/L	U/L	NULL	Healthline: adolase test	NULL
10	Aldolase A	6515	Muscular dystrophy	Adult: >=18 yrs old	Both	blood	<2 U/L	U/L	Low levels of adolase A is seen in those with late-stage muscular dystrophy.	Healthline: adolase test	NULL
12	Alpha-1-antitrypsin	31	Alpha 1 Antitrypsin Deficiency	Adult: >=18 yrs old	Both	Serum	<120 mg/dL	mg/dL	NULL	Corda, L., Bertella, E., Pini, L., Pezzini, A., Medicina, D., Boni, E., Guerini, M., Trivella, S., Grassi, V. & Tantucci, C. Diagnostic flow chart for targeted detection of alpha1-antitrypsin deficiency. Respir Med 100, 463-470 (2006).	16043335
12	Alpha-1-antitrypsin	1	Normal	Adult: >=18 yrs old	Both	blood	133 (112-154) mg/dL	mg/dL	NULL	Corda, L., Bertella, E., Pini, L., Pezzini, A., Medicina, D., Boni, E., Guerini, M., Trivella, S., Grassi, V. & Tantucci, C. Diagnostic flow chart for targeted detection of alpha1-antitrypsin deficiency. Respir Med 100, 463-470 (2006).	16043335
13	Serum amyloid A-1 protein	1	Normal	Adult: >=18 yrs old	Both	Serum	21.05 (2.5-39.6) ug/mL	ug/mL	NULL	Miyoshi, S., Hamada, H., Kadowaki, T., Hamaguchi, N., Ito, R., Irifune, K. & Higaki, J. Comparative evaluation of serum markers in pulmonary sarcoidosis. Chest 137, 1391-1397 (2010).	20081103
13	Serum amyloid A-1 protein	6220	Pulmonary Sarcoidosis	Adult: >=18 yrs old	Both	Serum	>9.3 ug/mL	ug/mL	NULL	Miyoshi, S., Hamada, H., Kadowaki, T., Hamaguchi, N., Ito, R., Irifune, K. & Higaki, J. Comparative evaluation of serum markers in pulmonary sarcoidosis. Chest 137, 1391-1397 (2010).	20081103
14	Interleukin-2 receptor subunit alpha	1	Normal	Adult: >=18 yrs old	Both	Serum	1246 (369-2123) U/mL	U/mL	NULL	Miyoshi, S., Hamada, H., Kadowaki, T., Hamaguchi, N., Ito, R., Irifune, K. & Higaki, J. Comparative evaluation of serum markers in pulmonary sarcoidosis. Chest 137, 1391-1397 (2010).	20081103
14	Interleukin-2 receptor subunit alpha	6220	Pulmonary Sarcoidosis	Adult: >=18 yrs old	Both	Serum	>1195 U/mL	U/mL	NULL	Miyoshi, S., Hamada, H., Kadowaki, T., Hamaguchi, N., Ito, R., Irifune, K. & Higaki, J. Comparative evaluation of serum markers in pulmonary sarcoidosis. Chest 137, 1391-1397 (2010).	20081103
15	Mucin-1	444	Breast Cancer	Adult: >=18 yrs old	Female	Serum	>27.255 U/mL	U/mL	NULL	Lawicki, S., Bedkowska, G. E. & Szmitkowski, M. VEGF, M-CSF and CA 15-3 as a new tumor marker panel in breast malignancies: a multivariate analysis with ROC curve. Growth Factors 31, 98-105 (2013).	23688065
15	Mucin-1	256	Ovarian Cancer	Adult: >=18 yrs old	Female	blood	> 11 U/mL U/mL	U/mL	NULL	Chernecky, Cynthia C, and Barbara J Berger. Laboratory Tests and Diagnostic Procedures. 6th ed. St. Louis, Mo.: Elsevier/Saunders, 2013.	NULL
15	Mucin-1	1	Normal	Adult: >=18 yrs old	Female	blood	< 11 U/mL U/mL	U/mL	NULL	Chernecky, Cynthia C, and Barbara J Berger. Laboratory Tests and Diagnostic Procedures. 6th ed. St. Louis, Mo.: Elsevier/Saunders, 2013.	NULL
15	Mucin-1	1	Normal	Adult: >=18 yrs old	Female	Serum	16.5 (7-32) U/mL	U/mL	NULL	Lawicki, S., Bedkowska, G. E. & Szmitkowski, M. VEGF, M-CSF and CA 15-3 as a new tumor marker panel in breast malignancies: a multivariate analysis with ROC curve. Growth Factors 31, 98-105 (2013).	23688065
16	Lysozyme C	1	Normal	Adult: >=18 yrs old	Both	Serum	10.75 (4.2-17.3) ug/mL	ug/mL	NULL	Miyoshi, S., Hamada, H., Kadowaki, T., Hamaguchi, N., Ito, R., Irifune, K. & Higaki, J. Comparative evaluation of serum markers in pulmonary sarcoidosis. Chest 137, 1391-1397 (2010).	20081103
16	Lysozyme C	6220	Pulmonary Sarcoidosis	Adult: >=18 yrs old	Both	Serum	>11.25 ug/mL	ug/mL	NULL	Miyoshi, S., Hamada, H., Kadowaki, T., Hamaguchi, N., Ito, R., Irifune, K. & Higaki, J. Comparative evaluation of serum markers in pulmonary sarcoidosis. Chest 137, 1391-1397 (2010).	20081103
19	Aspartate Transaminase	5796	Diabetes Mellitus	Adult: >=18 yrs old	Male	Serum	>22 U/L	U/L	NULL	Kashima, S., Inoue, K., Matsumoto, M. & Akimoto, K. Do non-glycaemic markers add value to plasma glucose and hemoglobin a1c in predicting diabetes? Yuport health checkup center study. PLoS One 8, e66899 (2013).	23818970
19	Aspartate Transaminase	5796	Diabetes Mellitus	Adult: >=18 yrs old	Female	Serum	>19 U/L	U/L	NULL	Kashima, S., Inoue, K., Matsumoto, M. & Akimoto, K. Do non-glycaemic markers add value to plasma glucose and hemoglobin a1c in predicting diabetes? Yuport health checkup center study. PLoS One 8, e66899 (2013).	23818970
19	Aspartate Transaminase	211	Liver Disease	Adult: >=18 yrs old	Male	blood	>20 U/L	U/L	NULL	Health link BC: Aspartate Aminotransferase	NULL
19	Aspartate Transaminase	1	Normal	Adult: >=18 yrs old	Male	blood	17 (14-20) U/L	U/L	NULL	Health link BC: Aspartate Aminotransferase	NULL
19	Aspartate Transaminase	211	Liver Disease	Adult: >=18 yrs old	Female	blood	>36 U/L	U/L	NULL	Health link BC: Aspartate Aminotransferase	NULL
19	Aspartate Transaminase	1	Normal	Adult: >=18 yrs old	Female	blood	23 (10-36) U/L	U/L	NULL	Health link BC: Aspartate Aminotransferase	NULL
19	Aspartate Transaminase	1	Normal	Adult: >=18 yrs old	Female	Serum	20 (17-23) U/L	U/L	NULL	Kashima, S., Inoue, K., Matsumoto, M. & Akimoto, K. Do non-glycaemic markers add value to plasma glucose and hemoglobin a1c in predicting diabetes? Yuport health checkup center study. PLoS One 8, e66899 (2013).	23818970
19	Aspartate Transaminase	1	Normal	Adult: >=18 yrs old	Male	Serum	22 (18-26) U/L	U/L	NULL	Kashima, S., Inoue, K., Matsumoto, M. & Akimoto, K. Do non-glycaemic markers add value to plasma glucose and hemoglobin a1c in predicting diabetes? Yuport health checkup center study. PLoS One 8, e66899 (2013).	23818970
20	C-reactive protein	5883	Inflammatory Bowel Disease	Adult: >=18 yrs old	Both	Serum	>=5 g/L	g/L	This is specifically for those between the age of 16 and 50 yrs old	Kennedy, N. A., Clark, A., Walkden, A., Chang, J. C., Fasci-Spurio, F., Muscat, M., Gordon, B. W., Kingstone, K., Satsangi, J., Arnott, I. D. & Lees, C. W. Clinical utility and diagnostic accuracy of faecal calprotectin for IBD at first presentation to gastroenterology services in adults aged 16-50 years. J Crohns Colitis 9, 41-49 (2015).	25135754
20	C-reactive protein	6468	Non-specific Inflammation	Adult: >=18 yrs old	Both	blood	>10 mg/L	mg/L	10-40 mg/L suggests mild inflammation, while active inflammation can be from 40-200 mg/L	Mayo clinic: C-reactive protein test	NULL
20	C-reactive protein	1	Normal	Adult: >=18 yrs old	Both	blood	<=10 mg/L	mg/L	NULL	Mayo clinic: C-reactive protein test	NULL
20	C-reactive protein	1	Normal	Adult: >=18 yrs old	Both	Serum	<0.01 g/L	g/L	This is specifically for those between the age of 16 and 50 yrs old	Mayo clinic: CRP test	NULL
20	C-reactive protein	34	Pregnancy	Adult: >=18 yrs old	Female	serum	>10 mg/L	mg/L	Higher than normal level of CRP are found in late preganancy.	NULL	22787338
20	C-reactive protein	1	Normal	Adult: >=18 yrs old	Both	serum	<=10 mg/L	mg/L	NULL	Mayo clinic: C-reactive protein	NULL
20	C-reactive protein	332	Viral Infection	Adult: >=18 yrs old	Both	serum	35 (10-40) mg/L	mg/L	NULL	NULL	22787338
20	C-reactive protein	50	Bacterial Infections	Adult: >=18 yrs old	Both	serum	120 (40-200) mg/L	mg/L	Sever bacterial infections will have values >200 mg/L	NULL	22787338
20	C-reactive protein	115	Diabetes Mellitus Type 2	Adult: >=18 yrs old	Both	serum	>10 mg/L	mg/L	NULL	NULL	22787338
20	C-reactive protein	181	Hypertension	Adult: >=18 yrs old	Both	serum	>10 mg/L	mg/L	NULL	NULL	22787338
20	C-reactive protein	6475	Cardiovascular Disease	Adult: >=18 yrs old	Both	serum	>10 mg/L	mg/L	A CRP level above 2.4 mg/L has been associated with a doubled risk of a coronary event compared to levels below 1 mg/L.	NULL	22787338
20	C-reactive protein	6517	Obstructive sleep apnea	Adult: >=18 yrs old	Both	serum	>10 mg/L	mg/L	NULL	NULL	22787338
21	Osteocalcin	6225	Femoral Neck Osteoporsis	Adult: >=18 yrs old	Female	Serum	43.5 ng/mL	ng/mL	NULL	Atalay, S., Elci, A., Kayadibi, H., Onder, C. B. & Aka, N. Diagnostic utility of osteocalcin, undercarboxylated osteocalcin, and alkaline phosphatase for osteoporosis in premenopausal and postmenopausal women. Ann Lab Med 32, 23-30 (2012).	22259775
21	Osteocalcin	6226	L1 4 Spine Osteoporosis	Adult: >=18 yrs old	Female	Serum	43.5 ng/mL	ng/mL	NULL	Atalay, S., Elci, A., Kayadibi, H., Onder, C. B. & Aka, N. Diagnostic utility of osteocalcin, undercarboxylated osteocalcin, and alkaline phosphatase for osteoporosis in premenopausal and postmenopausal women. Ann Lab Med 32, 23-30 (2012).	22259775
21	Osteocalcin	6227	L2 4 Spine Osteoporosis	Adult: >=18 yrs old	Female	Serum	25.8 ng/mL	ng/mL	NULL	Atalay, S., Elci, A., Kayadibi, H., Onder, C. B. & Aka, N. Diagnostic utility of osteocalcin, undercarboxylated osteocalcin, and alkaline phosphatase for osteoporosis in premenopausal and postmenopausal women. Ann Lab Med 32, 23-30 (2012).	22259775
21	Osteocalcin	255	Osteoporosis	Adult: >=18 yrs old	Female	Serum	>4.65 ng/mL	ng/mL	NULL	Botella, S., Restituto, P., Monreal, I., Colina, I., Calleja, A. & Varo, N. Traditional and novel bone remodeling markers in premenopausal and postmenopausal women. J Clin Endocrinol Metab 98, E1740-E1748 (2013).	24001743
21	Osteocalcin	1	Normal	Adult: >=18 yrs old	Female	Serum	22.5 (18.2-28.5) ng/mL	ng/mL	NULL	Atalay, S., Elci, A., Kayadibi, H., Onder, C. B. & Aka, N. Diagnostic utility of osteocalcin, undercarboxylated osteocalcin, and alkaline phosphatase for osteoporosis in premenopausal and postmenopausal women. Ann Lab Med 32, 23-30 (2012).	22259775
22	Undercarboxylated Osteocalcin	6226	L1 4 Spine Osteoporosis	Adult: >=18 yrs old	Female	Serum	2.19 ng/mL	ng/mL	NULL	Atalay, S., Elci, A., Kayadibi, H., Onder, C. B. & Aka, N. Diagnostic utility of osteocalcin, undercarboxylated osteocalcin, and alkaline phosphatase for osteoporosis in premenopausal and postmenopausal women. Ann Lab Med 32, 23-30 (2012).	22259775
22	Undercarboxylated Osteocalcin	6227	L2 4 Spine Osteoporosis	Adult: >=18 yrs old	Female	Serum	2.19 ng/mL	ng/mL	NULL	Atalay, S., Elci, A., Kayadibi, H., Onder, C. B. & Aka, N. Diagnostic utility of osteocalcin, undercarboxylated osteocalcin, and alkaline phosphatase for osteoporosis in premenopausal and postmenopausal women. Ann Lab Med 32, 23-30 (2012).	22259775
22	Undercarboxylated Osteocalcin	1	Normal	Adult: >=18 yrs old	Female	Serum	1.31 (0.86-1.75) ng/mL	ng/mL	NULL	Atalay, S., Elci, A., Kayadibi, H., Onder, C. B. & Aka, N. Diagnostic utility of osteocalcin, undercarboxylated osteocalcin, and alkaline phosphatase for osteoporosis in premenopausal and postmenopausal women. Ann Lab Med 32, 23-30 (2012).	22259775
26	N-terminal pro-B-type Natriuretic peptide	6228	Congestive Heart Failure	Adult: >=18 yrs old	Both	Serum	>450 pg/mL	pg/mL	The disease reference range is for age group <50 yrs old	Cleveland clinic: NT-proB-type Natriuretic Peptide (BNP)	NULL
26	N-terminal pro-B-type Natriuretic peptide	6228	Congestive Heart Failure	Adult: >=18 yrs old	Both	Serum	>900 pg/mL	pg/mL	The disease reference range is for age group >50 yrs old	Cleveland clinic: NT-proB-type Natriuretic Peptide (BNP)	NULL
26	N-terminal pro-B-type Natriuretic peptide	1	Normal	Adult: >=18 yrs old	Both	blood	<125 pg/mL	pg/mL	The normal reference range is for age group <74 yrs old	Cleveland clinic: NT-proB-type Natriuretic Peptide (BNP)	NULL
26	N-terminal pro-B-type Natriuretic peptide	1	Normal	Adult: >=18 yrs old	Both	blood	<450 pg/mL	pg/mL	The normal reference range is for age group >74 yrs old	Cleveland clinic: NT-proB-type Natriuretic Peptide (BNP)	NULL
27	Gamma-glutamyltranspeptidase	211	Liver Disease	Adult: >=18 yrs old	Male	blood	>61 U/L	U/L	NULL	Mayo clinic: Gammaglutamyl transferase (GGT) test	NULL
27	Gamma-glutamyltranspeptidase	1	Normal	Adult: >=18 yrs old	Male	blood	26.5 U/L	U/L	NULL	Mayo clinic: Gammaglutamyl transferase (GGT) test	NULL
27	Gamma-glutamyltranspeptidase	211	Liver Disease	Adult: >=18 yrs old	Female	blood	>36 U/L	U/L	NULL	Mayo clinic: Gammaglutamyl transferase (GGT) test	NULL
27	Gamma-glutamyltranspeptidase	1	Normal	Adult: >=18 yrs old	Female	blood	17 U/L	U/L	NULL	Mayo clinic: Gammaglutamyl transferase (GGT) test	NULL
28	Antimitochondrial antibodies	5744	Primary Biliary Cirrhosis	Adult: >=18 yrs old	Both	Serum	>0.2 A	A	NULL	Dahnrich, C., Pares, A., Caballeria, L., Rosemann, A., Schlumberger, W., Probst, C., Mytilinaiou, M., Bogdanos, D., Vergani, D., Stocker, W. & Komorowski, L. New ELISA for detecting primary biliary cirrhosis-specific antimitochondrial antibodies. Clin Chem 55, 978-985 (2009).	19264849
28	Antimitochondrial antibodies	5744	Primary Biliary Cirrhosis	Adult: >=18 yrs old	Both	blood	Positive 	NULL	NULL	University of San Francisco: Antimitochondrial antibody	NULL
28	Antimitochondrial antibodies	1	Normal	Adult: >=18 yrs old	Both	blood	Negative 	NULL	NULL	University of San Francisco: Antimitochondrial antibody	NULL
29	Antineutrophil cytoplasmic antibodies	6230	Systemic Necrotising Vasculitis	All	Both	Serum	>1.6		NULL	Harris, A., Chang, G., Vadas, M. & Gillis, D. ELISA is the superior method for detecting antineutrophil cytoplasmic antibodies in the diagnosis of systemic necrotising vasculitis. J Clin Pathol 52, 670-676 (1999).	10655988
29	Antineutrophil cytoplasmic antibodies	6230	Systemic Necrotising Vasculitis	All	Both	Serum	>1/10		NULL	Harris, A., Chang, G., Vadas, M. & Gillis, D. ELISA is the superior method for detecting antineutrophil cytoplasmic antibodies in the diagnosis of systemic necrotising vasculitis. J Clin Pathol 52, 670-676 (1999).	10655988
29	Antineutrophil cytoplasmic antibodies	1	Normal	All	Both	Serum	<1.6 	NULL	Value is displayed as optical density ratio (PMID: 10655988)	Harris, A., Chang, G., Vadas, M. & Gillis, D. ELISA is the superior method for detecting antineutrophil cytoplasmic antibodies in the diagnosis of systemic necrotising vasculitis. J Clin Pathol 52, 670-676 (1999).	10655988
36	Anti-Streptolysin antibodies	6231	Streptococcus Infection	Adult: >=18 yrs old	Both	blood	>200 IU/mL	IU/mL	NULL	Healthline: Antistreptolysin O titler	NULL
36	Anti-Streptolysin antibodies	1	Normal	Adult: >=18 yrs old	Both	blood	<200 IU/mL	IU/mL	NULL	Healthline: Antistreptolysin O titler	NULL
37	Anti-DNase B Antibodies	6231	Streptococcus Infection	Adult: >=18 yrs old	Both	blood	>85 U/mL	U/mL	NULL	Medline plus: ANti-DNase B blood test	NULL
37	Anti-DNase B Antibodies	1	Normal	Adult: >=18 yrs old	Both	blood	<85 U/mL	U/mL	NULL	Medline plus: ANti-DNase B blood test	NULL
39	Anti-cyclic Citrullinated Peptide	295	Rheumatoid Arthritis	Adult: >=18 yrs old	Both	blood	>20 U/mL	U/mL	NULL	Hospital for Special Surgery: Understanding Rheumatoid Arthritis Lab Tests and Results	NULL
39	Anti-cyclic Citrullinated Peptide	1	Normal	Adult: >=18 yrs old	Both	blood	>20 U/mL	U/mL	NULL	Hospital for Special Surgery: Understanding Rheumatoid Arthritis Lab Tests and Results	NULL
40	C-terminal telopeptide	255	Osteoporosis	Adult: >=18 yrs old	Female	Serum	>0.25 ng/mL	ng/mL	NULL	Botella, S., Restituto, P., Monreal, I., Colina, I., Calleja, A. & Varo, N. Traditional and novel bone remodeling markers in premenopausal and postmenopausal women. J Clin Endocrinol Metab 98, E1740-E1748 (2013).	24001743
40	C-terminal telopeptide	255	Osteoporosis	Adult: >=18 yrs old	Female	Urine	>=346 ug/mol	ug/mol creatine	NULL	de la Piedra, C., Traba, M. L., Dominguez Cabrera, C. & Sosa Henriquez, M. New biochemical markers of bone resorption in the study of postmenopausal osteoporosis. Clin Chim Acta 265, 225-234 (1997).	9385464
40	C-terminal telopeptide	1	Normal	Adult: >=18 yrs old	Female	Urine	119 (53-185) ug/mol creatine	ug/mol creatine	NULL	de la Piedra, C., Traba, M. L., Dominguez Cabrera, C. & Sosa Henriquez, M. New biochemical markers of bone resorption in the study of postmenopausal osteoporosis. Clin Chim Acta 265, 225-234 (1997).	9385464
40	C-terminal telopeptide	1	Normal	Adult: >=18 yrs old	Female	Serum	0.4 (0.41-0.39) ng/mL	ng/mL	NULL	Botella, S., Restituto, P., Monreal, I., Colina, I., Calleja, A. & Varo, N. Traditional and novel bone remodeling markers in premenopausal and postmenopausal women. J Clin Endocrinol Metab 98, E1740-E1748 (2013).	24001743
